用户名,评论时间,评论内容,点赞数
格林美股友,2020-01-01 23:48:00,贵公司增发到底需要多久？耗时四个多月没有一点儿动静。 16年投资贵公司至今，还在深套中。 有意思了。格林美：回复：公司本次非公开发行股票申请于11月4日领取中国证监会核准批文，将在核准发行之日起6个月内择机发行。公司管理层一直积极对接资本市场，通过多种渠道主动与投资者保持沟通，目前非公开发行工作正在有序推进中。（来自 深交所互动易）  答复时间 2020-01-04 19:41:00,0
格林美股友,2020-01-01 23:48:00,贵公司增发到底需要多久？耗时四个多月没有一点儿动静。 16年投资贵公司至今，还在深套中。 有意思了。格林美：回复：公司本次非公开发行股票申请于11月4日领取中国证监会核准批文，将在核准发行之日起6个月内择机发行。公司管理层一直积极对接资本市场，通过多种渠道主动与投资者保持沟通，目前非公开发行工作正在有序推进中。（来自 深交所互动易）  答复时间 2020-01-04 19:41:00,0
沉住气才拿得住钱,2020-01-02 00:00:27,别老是唱多，这种几分钱玩一天的拉圾股我建议早点换股，,0
科技消费电子行业,2020-01-02 00:11:18,2020年拿下7元也是可以的。,1
科技消费电子行业,2020-01-02 00:11:18,2020年拿下7元也是可以的。,1
股迷糊222,2020-01-02 00:27:01,这是要收购哇！,0
不瘦钢2012,2020-01-02 01:02:25,预测2020年格林美会看到16元以上，大家拭目以待，，,6
不瘦钢2012,2020-01-02 01:02:25,预测2020年格林美会看到16元以上，大家拭目以待，，,6
pdsgzm999,2020-01-02 02:09:40,这个估计会的,0
pdsgzm999,2020-01-02 02:09:40,这个估计会的,0
小鹰UFC_29,2020-01-02 08:03:33,利好房地产,0
小鹰UFC_29,2020-01-02 08:03:33,利好房地产,0
股市有涨有跌,2020-01-02 08:44:30,做白日梦。,0
股市有涨有跌,2020-01-02 08:44:30,做白日梦。,0
格林美资讯,2020-01-02 08:51:23,来源：东方财富Choice数据 作者：财智星格林美融资融券信息显示，2019年12月31日融资净买入1918.15万元；融资余额14.53亿元，较前一日增加1.34%。融资方面，当日融资买入9063.05万元，融资偿还7144.9万元，融资净买入1918.15万元。融券方面，融券卖出74.79万股，融券偿还0股，融券余量149.18万股，融券余额726.51万元。融资融券余额合计14.6亿元。格林美融资融券交易明细（12-31）格林美历史融资融券数据一览免责声明：本文基于大数据生产，仅供参考，不构成任何投资建议，据此操作风险自担。（文章来源：东方财富Choice数据） [点击查看原文],1
格林美资讯,2020-01-02 08:51:23,来源：东方财富Choice数据 作者：财智星格林美融资融券信息显示，2019年12月31日融资净买入1918.15万元；融资余额14.53亿元，较前一日增加1.34%。融资方面，当日融资买入9063.05万元，融资偿还7144.9万元，融资净买入1918.15万元。融券方面，融券卖出74.79万股，融券偿还0股，融券余量149.18万股，融券余额726.51万元。融资融券余额合计14.6亿元。格林美融资融券交易明细（12-31）格林美历史融资融券数据一览免责声明：本文基于大数据生产，仅供参考，不构成任何投资建议，据此操作风险自担。（文章来源：东方财富Choice数据） [点击查看原文],1
AC米兰阿亮,2020-01-02 08:52:25,个人观点突破八元,0
AC米兰阿亮,2020-01-02 08:52:25,个人观点突破八元,0
AC米兰阿亮,2020-01-02 08:53:21,必须的,1
AC米兰阿亮,2020-01-02 08:53:21,必须的,1
佳鑫未来520,2020-01-02 08:56:27,cnm。你真是丧心病狂,2
佳鑫未来520,2020-01-02 08:56:27,cnm。你真是丧心病狂,2
佳鑫未来520,2020-01-02 08:56:59,我今天要清仓了。你这个反向指标很准,0
营魄抱壹,2020-01-02 09:10:05,今天会走一。。。大波。,0
格林美资讯,2020-01-02 09:10:15,"来源：东方财富Choice数据 作者：数据中心格林美(002340)2019-12-31融资融券信息显示，格林美融资余额1,453,143,747元，融券余额7,265,066元，融资买入额90,630,467元，融资偿还额71,448,971元，融资净买额19,181,496元，融券余量1,491,800股，融券卖出量747,900股，融券偿还量0股，融资融券余额1,460,408,813元。格林美融资融券详细信息如下表：交易日期 代码 简称 融资融券余额(元)2019-12-31 002340 格林美 1,460,408,813融资余额(元) 融资买入额(元) 融资偿还额(元) 融资净买额(元)1,453,143,747 90,630,467 71,448,971 19,181,496融券余额(元) 融券余量(股) 融券卖出量(股) 融券偿还量(股)7,265,066 1,491,800 747,900 0深市全部融资融券数据一览 格林美融资融券数据（文章来源：东方财富Choice数据） [点击查看原文]",0
格林美资讯,2020-01-02 09:10:15,"来源：东方财富Choice数据 作者：数据中心格林美(002340)2019-12-31融资融券信息显示，格林美融资余额1,453,143,747元，融券余额7,265,066元，融资买入额90,630,467元，融资偿还额71,448,971元，融资净买额19,181,496元，融券余量1,491,800股，融券卖出量747,900股，融券偿还量0股，融资融券余额1,460,408,813元。格林美融资融券详细信息如下表：交易日期 代码 简称 融资融券余额(元)2019-12-31 002340 格林美 1,460,408,813融资余额(元) 融资买入额(元) 融资偿还额(元) 融资净买额(元)1,453,143,747 90,630,467 71,448,971 19,181,496融券余额(元) 融券余量(股) 融券卖出量(股) 融券偿还量(股)7,265,066 1,491,800 747,900 0深市全部融资融券数据一览 格林美融资融券数据（文章来源：东方财富Choice数据） [点击查看原文]",0
yuanzhefu168,2020-01-02 09:20:19,真是丧心病狂啊,0
yuanzhefu168,2020-01-02 09:20:19,真是丧心病狂啊,0
我想你了怎么办,2020-01-02 09:22:11,外资硬抄,0
我想你了怎么办,2020-01-02 09:22:11,外资硬抄,0
东海一刀,2020-01-02 09:25:43,楼主真敢想，祝楼主新年快乐！,0
东海一刀,2020-01-02 09:25:43,楼主真敢想，祝楼主新年快乐！,0
股市有涨有跌,2020-01-02 09:40:05,2020年第一个交易日开门绿，不是什么好兆头。,0
股市有涨有跌,2020-01-02 09:40:05,2020年第一个交易日开门绿，不是什么好兆头。,0
营魄抱壹,2020-01-02 09:40:25,新年首交，看你美不美?,2
营魄抱壹,2020-01-02 09:40:25,新年首交，看你美不美?,2
发财了不是梦吧,2020-01-02 09:42:28,蒸发,0
发财了不是梦吧,2020-01-02 09:42:28,蒸发,0
发财了不是梦吧,2020-01-02 09:43:42,股是好股，,0
发财了不是梦吧,2020-01-02 09:43:42,股是好股，,0
股友GSo6Bd,2020-01-02 09:44:41,nan,0
股友GSo6Bd,2020-01-02 09:44:41,nan,0
发财了不是梦吧,2020-01-02 09:46:14,增发,0
发财了不是梦吧,2020-01-02 09:46:14,增发,0
ao888gu,2020-01-02 09:49:31,走了，这弱庄，和它耗不起！！！！,1
ao888gu,2020-01-02 09:49:31,走了，这弱庄，和它耗不起！！！！,1
SHYYHS,2020-01-02 09:50:44,有限制就有扶持，城市PM2.5就得治理,0
SHYYHS,2020-01-02 09:50:44,有限制就有扶持，城市PM2.5就得治理,0
我勇者的心,2020-01-02 09:52:49,卖盘太多了，不敢买，看看,0
我勇者的心,2020-01-02 09:52:49,卖盘太多了，不敢买，看看,0
股友DxyET5,2020-01-02 09:56:31,贱股一枚,4
股友DxyET5,2020-01-02 09:56:31,贱股一枚,4
股友DxyET5,2020-01-02 09:58:14,跟不起的股票！,0
股友DxyET5,2020-01-02 09:58:14,跟不起的股票！,0
ao888gu,2020-01-02 09:59:15,这傻B些不听，都说撒了大卖单等老子拉两三个板后再慢慢出货，这傻B些性太急！我也没法，祝大家发财，先走一步！！！,0
ao888gu,2020-01-02 09:59:15,这傻B些不听，都说撒了大卖单等老子拉两三个板后再慢慢出货，这傻B些性太急！我也没法，祝大家发财，先走一步！！！,0
ao888gu,2020-01-02 09:59:16,这傻B些不听，都说撒了大卖单等老子拉两三个板后再慢慢出货，这傻B些性太急！我也没法，祝大家发财，先走一步！！！,1
ao888gu,2020-01-02 09:59:16,这傻B些不听，都说撒了大卖单等老子拉两三个板后再慢慢出货，这傻B些性太急！我也没法，祝大家发财，先走一步！！！,1
股友DxyET5,2020-01-02 10:02:46,瞎股！没看见牛市吗！,0
股友DxyET5,2020-01-02 10:02:46,瞎股！没看见牛市吗！,0
与庄同在998,2020-01-02 10:03:20,你使劲砸，外资有多少要多少,2
与庄同在998,2020-01-02 10:03:20,你使劲砸，外资有多少要多少,2
一棵有理想的小韭菜,2020-01-02 10:04:07,垃圾玩意，浪费行情，走了！你们慢慢玩,1
一棵有理想的小韭菜,2020-01-02 10:04:07,垃圾玩意，浪费行情，走了！你们慢慢玩,1
风花雪夜玫瑰花,2020-01-02 10:05:28,压盘吸货，大家坚决买入了！,3
风花雪夜玫瑰花,2020-01-02 10:05:28,压盘吸货，大家坚决买入了！,3
深度发掘001,2020-01-02 10:10:15,不睬年线，这么能涨,0
仙人掌上晒太阳,2020-01-02 10:10:45,捂住口袋等待,1
仙人掌上晒太阳,2020-01-02 10:10:45,捂住口袋等待,1
风花雪夜玫瑰花,2020-01-02 10:14:27,大家要有耐心，只有磨的越久长的才越大！这个你们都不懂嘛！,3
风花雪夜玫瑰花,2020-01-02 10:14:27,大家要有耐心，只有磨的越久长的才越大！这个你们都不懂嘛！,3
长沙农民,2020-01-02 10:18:12,哪次大火后不是题材炒作?新闻背后让人痛心!,0
长沙农民,2020-01-02 10:18:12,哪次大火后不是题材炒作?新闻背后让人痛心!,0
ao888gu,2020-01-02 10:19:39,吸过球，你没看见那滔滔不绝的大卖单！,0
ao888gu,2020-01-02 10:19:39,吸过球，你没看见那滔滔不绝的大卖单！,0
漲布庭,2020-01-02 10:23:51,一分钱能和你爸爸玩一天，我撤了，你自己慢慢玩吧,2
漲布庭,2020-01-02 10:23:51,一分钱能和你爸爸玩一天，我撤了，你自己慢慢玩吧,2
永远真的很远吗,2020-01-02 10:26:45,nan,1
富贵生财地老顽童,2020-01-02 10:28:01,这么弱,0
富贵生财地老顽童,2020-01-02 10:28:01,这么弱,0
n14130424246a333,2020-01-02 10:30:06,真实的卖单你能看见？,0
n14130424246a333,2020-01-02 10:30:06,真实的卖单你能看见？,0
我想你了怎么办,2020-01-02 10:35:35,呵(‾^‾) 嫌弃你,0
我想你了怎么办,2020-01-02 10:35:35,呵(‾^‾) 嫌弃你,0
哈尼克孜,2020-01-02 10:40:55,浪费行情日你。。。。,0
哈尼克孜,2020-01-02 10:40:55,浪费行情日你。。。。,0
股友3QW2NU,2020-01-02 10:44:21,跟跌不跟涨的龙头股，加油争取早日破1退市。,0
